Opcode,Format type,Format Value,Other field,Value,Operation,Sparc V8 Manual main description page,Sparc V8 Manual main description Chapter reference,Insn Category,Insn Category Index,Format Index,Processing Status,Privilege,Notes,"Register Type, if any",ASM Rator Syntax,ASM Rand Syntax Notes,Num Args,ASM Arg 1,ASM Arg 2,ASM Arg 3,ASM Arg 4,END
ADD,op3,000000,i,000001,Add,108,B13,Integer Arith,2,F03-2,raw,0,,rnr,add,,3,rs1,sign_ext (simm13),rd,,end
ADDcc,op3,010000,i,000001,Add and modify icc,108,B13,Integer Arith,2,F03-2,raw,0,,rnr,addcc,,3,rs1,sign_ext (simm13),rd,,end
ADDX,op3,001000,i,000001,Add with Carry,108,B13,Integer Arith,2,F03-2,raw,0,,rnr,addx,,3,rs1,sign_ext (simm13),rd,,end
ADDXcc,op3,011000,i,000001,Add with Carry and modify icc,108,B13,Integer Arith,2,F03-2,raw,0,,rnr,addxcc,,3,rs1,sign_ext (simm13),rd,,end
TADDcc,op3,100000,i,000001,Tagged Add and modify icc,109,B14,Integer Arith,2,F03-2,raw,0,,rnr,taddcc,,3,rs1,sign_ext (simm13),rd,,end
TADDccTV,op3,100010,i,000001,"Tagged Add, modify icc and Trap on Overflow",109,B14,Integer Arith,2,F03-2,raw,0,,rnr,taddcctv,,3,rs1,sign_ext (simm13),rd,,end
SUB,op3,000100,i,000001,Subtract,110,B15,Integer Arith,2,F03-2,raw,0,,rnr,sub,,3,rs1,sign_ext (simm13),rd,,end
SUBcc,op3,010100,i,000001,Subtract and modify icc,110,B15,Integer Arith,2,F03-2,raw,0,,rnr,subcc,,3,rs1,sign_ext (simm13),rd,,end
SUBX,op3,001100,i,000001,Subtract with Carry,110,B15,Integer Arith,2,F03-2,raw,0,,rnr,subx,,3,rs1,sign_ext (simm13),rd,,end
SUBXcc,op3,011100,i,000001,Subtract with Carry and modify icc,110,B15,Integer Arith,2,F03-2,raw,0,,rnr,subxcc,,3,rs1,sign_ext (simm13),rd,,end
TSUBcc,op3,100001,i,000001,Tagged Subtract and modify icc,111,B16,Integer Arith,2,F03-2,raw,0,,rnr,tsubcc,,3,rs1,sign_ext (simm13),rd,,end
TSUBccTV,op3,100011,i,000001,"Tagged Subtract, modify icc and Trap on Overflow",111,B16,Integer Arith,2,F03-2,raw,0,,rnr,tsubcctv,,3,rs1,sign_ext (simm13),rd,,end
MULScc,op3,100100,i,000001,Multiply Step and modify icc,112,B17,Integer Arith,2,F03-2,raw,0,,rnr,mulscc,,3,rs1,sign_ext (simm13),rd,,end
UMUL,op3,001010,i,000001,Unsigned Integer Multiply,113,B18,Integer Arith,2,F03-2,raw,0,,rnr,umul,,3,rs1,sign_ext (simm13),rd,,end
SMUL,op3,001011,i,000001,Signed Integer Multiply,113,B18,Integer Arith,2,F03-2,raw,0,,rnr,smul,,3,rs1,sign_ext (simm13),rd,,end
UMULcc,op3,011010,i,000001,Unsigned Integer Multiply and modify icc,113,B18,Integer Arith,2,F03-2,raw,0,,rnr,umulcc,,3,rs1,sign_ext (simm13),rd,,end
SMULcc,op3,011011,i,000001,Signed Integer Multiply and modify icc,113,B18,Integer Arith,2,F03-2,raw,0,,rnr,smulcc,,3,rs1,sign_ext (simm13),rd,,end
UDIV,op3,001110,i,000001,Unsigned Integer Divide,115,B19,Integer Arith,2,F03-2,raw,0,,rnr,udiv,,3,rs1,sign_ext (simm13),rd,,end
SDIV,op3,001111,i,000001,Signed Integer Divide,115,B19,Integer Arith,2,F03-2,raw,0,,rnr,sdiv,,3,rs1,sign_ext (simm13),rd,,end
UDIVcc,op3,011110,i,000001,Unsigned Integer Divide and modify icc,115,B19,Integer Arith,2,F03-2,raw,0,,rnr,udivcc,,3,rs1,sign_ext (simm13),rd,,end
SDIVcc,op3,011111,i,000001,Signed Integer Divide and modify icc,115,B19,Integer Arith,2,F03-2,raw,0,,rnr,sdivcc,,3,rs1,sign_ext (simm13),rd,,end
SAVE,op3,111100,i,000001,Save caller’s window,117,B20,Integer Arith,2,F03-2,raw,0,,rnr,save,,3,rs1,sign_ext (simm13),rd,,end
RESTORE,op3,111101,i,000001,Restore caller’s window,117,B20,Integer Arith,2,F03-2,raw,0,,rnr,restore,,3,rs1,sign_ext (simm13),rd,,end
JMPL,op3,111000,i,000001,Jump and Link,126,B25,Control Transfer,3,F03-2,raw,0,,rnr,jmpl,address,3,rs1,sign_ext (simm13),rd,,end
RETT,op3,111001,i,000001,Return from Trap,127,B26,Control Transfer,3,F07-2,raw,0,,rn,rett,address,2,rs1,sign_ext (simm13),,,end
TA,op3,111010,i,000001,Trap Always,129,B27,Control Transfer,3,F08-2,raw,0,,rn,ta,software_trap,2,rs1,sign_ext (simm13),,,end
TN,op3,111010,i,000001,Trap Never,129,B27,Control Transfer,3,F08-2,raw,0,,rn,tn,software_trap,2,rs1,sign_ext (simm13),,,end
TNE,op3,111010,i,000001,Trap on Not Equal,129,B27,Control Transfer,3,F08-2,raw,0,,rn,tne,software_trap,2,rs1,sign_ext (simm13),,,end
TE,op3,111010,i,000001,Trap on Equal,129,B27,Control Transfer,3,F08-2,raw,0,,rn,te,software_trap,2,rs1,sign_ext (simm13),,,end
TG,op3,111010,i,000001,Trap on Greater,129,B27,Control Transfer,3,F08-2,raw,0,,rn,tg,software_trap,2,rs1,sign_ext (simm13),,,end
TLE,op3,111010,i,000001,Trap on Less or Equal,129,B27,Control Transfer,3,F08-2,raw,0,,rn,tle,software_trap,2,rs1,sign_ext (simm13),,,end
TGE,op3,111010,i,000001,Trap on Greater or Equal,129,B27,Control Transfer,3,F08-2,raw,0,,rn,tge,software_trap,2,rs1,sign_ext (simm13),,,end
TL,op3,111010,i,000001,Trap on Less,129,B27,Control Transfer,3,F08-2,raw,0,,rn,tl,software_trap,2,rs1,sign_ext (simm13),,,end
TGU,op3,111010,i,000001,Trap on Greater Unsigned,129,B27,Control Transfer,3,F08-2,raw,0,,rn,tgu,software_trap,2,rs1,sign_ext (simm13),,,end
TLEU,op3,111010,i,000001,Trap on Less or Equal Unsigned,129,B27,Control Transfer,3,F08-2,raw,0,,rn,tleu,software_trap,2,rs1,sign_ext (simm13),,,end
TCC,op3,111010,i,000001,"Trap on Carry Clear (Greater than or Equal, Unsigned)",129,B27,Control Transfer,3,F08-2,raw,0,,rn,tcc,software_trap,2,rs1,sign_ext (simm13),,,end
TCS,op3,111010,i,000001,"Trap on Carry Set (Less Than, Unsigned)",129,B27,Control Transfer,3,F08-2,raw,0,,rn,tcs,software_trap,2,rs1,sign_ext (simm13),,,end
TPOS,op3,111010,i,000001,Trap on Positive,129,B27,Control Transfer,3,F08-2,raw,0,,rn,tpos,software_trap,2,rs1,sign_ext (simm13),,,end
TNEG,op3,111010,i,000001,Trap on Negative,129,B27,Control Transfer,3,F08-2,raw,0,,rn,tneg,software_trap,2,rs1,sign_ext (simm13),,,end
TVC,op3,111010,i,000001,Trap on Overflow Clear,129,B27,Control Transfer,3,F08-2,raw,0,,rn,tvc,software_trap,2,rs1,sign_ext (simm13),,,end
TVS,op3,111010,i,000001,Trap on Overflow Set,129,B27,Control Transfer,3,F08-2,raw,0,,rn,tvs,software_trap,2,rs1,sign_ext (simm13),,,end
FLUSH,op3,111011,i,000001,Flush Instruction Memory,138,B32,Load/Store,1,F07-2,raw,0,,rn,flush,address,2,rs1,sign_ext (simm13),,,end
WRY,op3,110000,i,000001,Write Y Register,133,B29,State Register,4,F03-2,raw,1,rd=0,rna,wr,xor,3,rs1,sign_ext (simm13),rd=%y,,end
WRASR,op3,110000,i,000001,Write Ancillary State Register (reserved),133,B29,State Register,4,F03-2,raw,1,"Rs = 1 … 15, causes undefined results",rna,wr,xor,3,rs1,sign_ext (simm13),rd=rd,,end
WRASR,op3,110000,i,000001,(implementation-dependent),133,B29,State Register,4,F03-2,raw,0,,rna,wr,xor,3,rs1,sign_ext (simm13),rd=rd,,end
WRPSR,op3,110001,i,000001,Write Processor State Register,133,B29,State Register,4,F03-2,raw,2,,rng,wr,xor,3,rs1,sign_ext (simm13),rd=%psr,,end
WRWIM,op3,110010,i,000001,Write Window Invalid Mask Register,133,B29,State Register,4,F03-2,raw,2,,rng,wr,xor,3,rs1,sign_ext (simm13),rd=%wim,,end
WRTBR,op3,110011,i,000001,Write Trap Base Register,133,B29,State Register,4,F03-2,raw,1,,rng,wr,xor,3,rs1,sign_ext (simm13),rd=%tbr,,end
SLLD,op3,100101,i,000001,Shift Left Logical,,,Integer Arith,2,F13-2,raw,0,AJIT,rrr,slld,,3,rs1,imm6,rd,,end
SRLD,op3,100110,i,000001,Shift Right Logical,,,Integer Arith,2,F13-2,raw,0,AJIT,rrr,srld,,3,rs1,imm6,rd,,end
SRAD,op3,100111,i,000001,Shift Right Arithmetic,,,Integer Arith,2,F13-2,raw,0,AJIT,rrr,srad,,3,rs1,imm6,rd,,end
CSWAP,op3,101111,i,000001,SWAP register with memory,,,Load/Store,1,F01-2,raw,1,AJIT,rrr,cswap,,2,rs1,sign_ext (simm13),,,end
ZBYTEDPOS,op3,111111,i,000001,,,,Integer Arith,2,F18-1,raw,0,AJIT,rnr,zbytedpos,,3,rs1,imm8,rd,,end
